sentenceID,labels.rhetClass,enrichmentSet.rhetClass,text
1813552P49S2,,ReasoningSentence,"The Board notes that an examiner's classification of the level of psychiatric impairment by a GAF score is to be considered, but is not determinative of the percentage rating to be assigned."
1813552P49S3,CitationSentence,Sentence,VAOPGCPREC 10-95.
1813552P50S2,,Sentence,"Effective March 19, 2015, VA amended the portion of the Schedule for Rating Disabilities dealing with mental disorders and its adjudication regulations to remove outdated references to the Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition (DSM-IV), and replaced them with references to the Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition (DSM-5)."
1813552P50S3,,CitationSentence,"See 80 Fed. Reg. 53, 14308 (March 19, 2015)."
1813552P51S2,,EvidenceSentence,The Veteran asserts that his disability is more severe than the 50 percent rating depicts.
1813552P51S3,,CitationSentence,See Hearing Testimony entered in Caseflow Reader in August 2012 at 2.
1813552P51S4,,FindingSentence,"Taking into account all relevant evidence, the Board finds that an evaluation in excess of 50 percent for the Veteran's service-connected PTSD prior to April 25, 2013 is not warranted."
1813552P52S2,,EvidenceSentence,"From September 2010 to 2013, the Veteran was seen at the Vet Center."
1813552P52S3,,CitationSentence,See Medical Treatment Record-Government Facility entered in Caseflow Reader in March 2013.
1813552P52S4,,EvidenceSentence,"At the meetings, the counselor noted the Veteran's symptoms to include dysthymia with anxiety and alcohol abuse in remission."
1813552P52S5,,CitationSentence,"See id. at 15, 16, 17."
1813552P52S6,,EvidenceSentence,The Veteran stated that he very much enjoyed and received many benefits from the group and was motivated to improve his insight and interpersonal skills.
1813552P52S7,,CitationSentence,See id. at 16.
1813552P53S2,,EvidenceSentence,"In June 2012, J.F., LICSW evaluated the Veteran for his psychiatric disorder."
1813552P53S3,,CitationSentence,See Medical Treatment Record-Non-Government Facility entered in Caseflow Reader in June 2012.
1813552P53S4,,EvidenceSentence,The examiner noted that the Veteran's physically violent episodes had caused severe disturbances within his family.
1813552P53S5,,EvidenceSentence,His physical violence resulted in legal consequences (jailed).
1813552P53S6,,EvidenceSentence,"The examiner stated that the Veteran endorsed psychiatric issues including anger and irritability, difficulty concentrating, hypervigilance, intrusive thoughts, and disturbing dreams about Vietnam."
1813552P53S7,,EvidenceSentence,"The Veteran also had seething anger towards Asians and mental confusion, resulting in him being fired."
1813552P53S8,,EvidenceSentence,He stated that he had no friends.
1813552P53S9,,EvidenceSentence,The examiner confirmed the Veteran's PTSD and assigned a GAF score of 40.
1813552P54S2,,EvidenceSentence,"In July 2012, the Veteran was afforded a VA examination to determine the severity of his PTSD."
1813552P54S3,,EvidenceSentence,The examiner reviewed the claims file and performed an in-person examination.
1813552P54S4,,EvidenceSentence,The Veteran stated that his relationship with his wife of 24 years was good.
1813552P54S5,,EvidenceSentence,The Veteran's two children also lived in the home.
1813552P54S6,,EvidenceSentence,"The Veteran stated that he was very sensitive to everything including noises, crowds, and commercials on TV."
1813552P54S7,,EvidenceSentence,He reported having a short temper.
1813552P54S8,,EvidenceSentence,He avoided people and contact with friends and family.
1813552P54S9,,EvidenceSentence,He tried to spend most of his days by himself.
1813552P54S10,,EvidenceSentence,He reported that it was very difficult for him to resist his urge to drink alcohol.
1813552P54S11,,EvidenceSentence,The Veteran spent around five to six hours a day ruminating about his experiences in Vietnam.
1813552P54S12,,EvidenceSentence,He felt a great deal of shame and guilt about what he did and saw in Vietnam.
1813552P54S13,,EvidenceSentence,He had nightmares almost every night and slept for three to four hours a night.
1813552P54S14,,EvidenceSentence,He frequently woke up in the middle of the night and found himself standing in the middle of the room and unsure why he was there.
1813552P54S15,,EvidenceSentence,"Before going back to sleep, he would check the house to make sure everything was safe."
1813552P54S16,,EvidenceSentence,He endorsed passive suicidal ideation with no plan or intent to harm himself.
1813552P55S2,,EvidenceSentence,"Typically, he spent about six to eight hours a week doing yardwork."
1813552P55S3,,EvidenceSentence,He spent most of his time with his wife.
1813552P55S4,,EvidenceSentence,He watched TV from around two to three and up to ten hours a day.
1813552P55S5,,EvidenceSentence,He spent an hour a day reading and being on the computer.
1813552P55S6,,EvidenceSentence,"He cooked about one meal a week, vacuumed, mopped, and cleaned the kitchen."
1813552P55S7,,EvidenceSentence,"His wife paid the bills, but he believed he could pay the bills if necessary."
1813552P55S8,,EvidenceSentence,"He regularly visited with his neighbor, but denied having any friends or socializing."
1813552P55S9,,EvidenceSentence,"He noted having few friends who live out of state whom he telephoned, sometimes on a daily basis."
1813552P55S10,,EvidenceSentence,"He helped co-members from his group performing tasks such as moving, clearing brushes and trees, and pulling fence posts."
1813552P55S11,,EvidenceSentence,He met with group members once a month for coffee.
1813552P55S12,,EvidenceSentence,He performed significant repairs around the house such as drywalling his garage and installing a water heater in his home.
1813552P56S2,,EvidenceSentence,"The examiner noted that the PTSD symptoms caused clinically significant distress or impairment in social, occupational, or other important areas of functioning."
1813552P56S3,,EvidenceSentence,"These symptoms included depressed mood, anxiety, panic attacks that occurred weekly or less often, chronic sleep impairment, mild memory loss, such as forgetting names, directions or recent events, and disturbances of motivation and mood, and suicidal ideation."
1813552P56S4,,EvidenceSentence,The examiner stated that the Veteran was not capable of managing his own finances.
1813552P56S5,,EvidenceSentence,The examiner noted the Veteran's history of alcohol dependence was in the early partial remission.
1813552P56S6,,EvidenceSentence,The examiner stated that the Veteran experienced occupational and social impairment with reduced reliability and productivity.
1813552P56S7,,EvidenceSentence,The examiner confirmed the Veteran's PTSD diagnosis and assigned a GAF score of 50.
1813552P57S2,,EvidenceSentence,"In November 2012, the Veteran was seen at the Vet Center."
1813552P57S3,,CitationSentence,See Medical Treatment Record-Government Facility entered in Caseflow Reader in March 2013 at 12.
1813552P57S4,,EvidenceSentence,The Veteran stated that he was as happy as can be as his daughter had a baby.
1813552P57S5,,EvidenceSentence,"Additionally, the daughter and her brother had moved out of the house."
1813552P57S6,,CitationSentence,See id.
1813552P57S7,,EvidenceSentence,The Veteran did not report any problems whatsoever.
1813552P57S8,,CitationSentence,See id.
1813552P57S9,,EvidenceSentence,"His mood was good, and he did not have suicidal or homicidal ideations."
1813552P57S10,,CitationSentence,See id. at 13.
1813552P57S11,,EvidenceSentence,"In December 2012, the Veteran stated that his household was quiet without his son and daughter."
1813552P57S12,,EvidenceSentence,There had not been any major arguments or angry explosions in quite a while.
1813552P57S13,,CitationSentence,See id. at 11.
1813552P57S14,,EvidenceSentence,"In January 2013, the Veteran stated that he was in good spirits and was looking forward to 2013."
1813552P57S15,,CitationSentence,See id. at 10.
1813552P57S16,,EvidenceSentence,The examiner stated that the Veteran was more cooperative even though he remained in denial of his ability to decrease his symptoms.
1813552P57S17,,CitationSentence,See id.
1813552P57S18,,EvidenceSentence,"In February 2013, the Veteran stated that he was doing well and happy on the outside, but stated that on the inside, he was trouble, i.e., the way he treated his family and his Vietnam experiences."
1813552P57S19,,CitationSentence,See id. at 7.
1813552P58S2,FindingSentence,ReasoningSentence,"Based on the evidence of record, the Board finds that from June 18, 2012 to April 25, 2013, the objective medical evidence, and the Veteran's statements regarding his symptomatology more nearly approximates symptoms associated with a 50 percent disability rating."
1813552P58S3,ReasoningSentence,EvidenceSentence,"The Board has considered the private evaluation from J.F., LICSW, the VA treatment records, and the VA examination report, as well as the Veteran's competent statements regarding the impact of his PTSD on his occupational and social impairment."
1813552P59S2,FindingSentence,EvidenceSentence,"The Board finds that the Veteran's PTSD is characterized by the following signs or symptoms: avoidance, social isolation, depression, nightmares, sleep impairment, irritability, anxiety, intermittent suicidal ideations without plan or intent, flashbacks, and disturbance of motivation and mood."
1813552P59S3,FindingSentence,EvidenceSentence,"The Board finds that the frequency, duration, and severity of the symptoms more nearly approximate occupational and social impairment with reduced reliability and productivity consistent with the assigned 50 percent disability rating."
1813552P60S2,,EvidenceSentence,"With regard to social impairment, the evidence of record demonstrates that from June 18, 2012 to April 25, 2013, the Veteran generally isolated himself socially."
1813552P60S3,ReasoningSentence,EvidenceSentence,He reported minimal social activity and spent time alone.
1813552P60S4,,EvidenceSentence,The Veteran did not have a good relationship with his children.
1813552P60S5,,EvidenceSentence,"However, he had been married for over 24 years."
1813552P60S6,,EvidenceSentence,"Moreover, the Veteran reported social activities, hobbies, or interests that included involvement in a group."
1813552P60S7,,EvidenceSentence,"The Veteran stated that he helped co-members from his group in tasks such as moving, clearing brushes and trees, and pulling fence posts."
1813552P60S8,,EvidenceSentence,"Additionally, he met with group members once a month for coffee."
1813552P60S9,,EvidenceSentence,"The Veteran denied having friends, but regularly visited with his neighbor."
1813552P60S10,,EvidenceSentence,"He noted having few friends who live out of state whom he telephoned, sometimes on a daily basis."
1813552P60S11,,EvidenceSentence,"The Board notes that from June 18, 2012 to April 25, 2013, the Veteran was capable of interacting appropriately with others."
1813552P60S12,,ReasoningSentence,"As such, the Veteran's level of social impairment does not support a finding of deficiencies in most areas as required by the 70 percent rating criteria."
1813552P61S2,,EvidenceSentence,"With regard to occupational impairment, the July 2012 VA examiner stated that the Veteran had retired from his job."
1813552P61S3,,EvidenceSentence,The Veteran stated that he was unable to secure another job either due to his age or his qualification.
1813552P61S4,,ReasoningSentence,"From June 18, 2012 to April 25, 2013, the Veteran's level of occupational impairment does not support a finding of deficiencies in most areas as required by the 70 percent rating criteria."
1813552P62S2,,ReasoningSentence,"The Board notes that the Veteran endorsed some symptoms listed in the rating criteria for a 70 percent disability rating, such as suicidal ideation and irritation."
1813552P63S2,,EvidenceSentence,"During his July 2012 VA examinations, the Veteran endorsed occasional passive suicidal ideation."
1813552P63S3,,EvidenceSentence,"Notwithstanding this statement, the Veteran denied any history of active suicidal planning or intent."
1813552P63S4,,EvidenceSentence,"In November 2012, the Veteran denied suicidal ideations."
1813552P63S5,,EvidenceSentence,There is no indication that the suicidal ideation was productive of any industrial or social impairment.
1813552P64S2,,EvidenceSentence,The Board notes that the Veteran stated that he was irritable.
1813552P64S3,,EvidenceSentence,"J.F., LICSW noted that the Veteran was jailed for his irritability and angry outbursts, in the past."
1813552P64S4,,EvidenceSentence,"However, the Board notes that the Veteran was presently able to function, for example, helped his group members and attended weekly socials."
1813552P64S5,,EvidenceSentence,"Also, in his November 2012 Vet Center notes, the Veteran stated that he was in a good mood and as happy as can be, did not report any problems whatsoever, and was more cooperative with the examiner."
1813552P64S6,,ReasoningSentence,The Board finds that the Veteran's symptoms are contemplated by a 50 percent rating and do not more nearly approximate deficiencies in most areas as required by a 70 percent rating.
1813552P65S2,,EvidenceSentence,"The evidence also demonstrates that during the relevant period, the Veteran was assessed GAF scores of 40 and 50."
1813552P65S3,,ReasoningSentence,"While VA is to consider an examiner's classification of the level of psychiatric impairment by a GAF score, a GAF score alone is not determinative of the percentage rating to be assigned."
1813552P65S4,CitationSentence,Sentence,VAOPGCPREC 10-95.
1813552P65S5,,FindingSentence,"As such, the Board finds that the Veteran's PTSD symptoms, including their frequency, severity, and duration, more nearly approximate those enumerated in the schedule of ratings for mental disorders for a 50 percent disability rating, not a 70 percent disability rating."
1813552P65S6,,FindingSentence,"The Board finds the totality of the medical and lay evidence of record indicates the Veteran's PTSD symptoms did not result in occupational and social impairment with deficiencies in most areas, such as work, school, family relations, judgment, thinking, or mood, to warrant a disability rating in excess of 50 percent."
1813552P65S7,,CitationSentence,See C.F.R. Â§ 4.130.
1813552P66S2,FindingSentence,Sentence,"Hence, the claim for a rating in excess of 50 percent disabling for PTSD must be denied."
1813552P66S3,,FindingSentence,The evidence in this case is not so evenly balanced as to allow application of the benefit-of-the-doubt rule.
1813552P66S4,,CitationSentence,"Gilbert v. Derwinski, 1 Vet. App. 49 (1990); 38 U.S.C. Â§ 5107(b); 38 C.F.R. Â§ 3.102."
1813552P67S2,,Sentence,ii.
1813552P67S3,,EvidenceSentence,"Rating in excess of 50 percent from April 25, 2013"
1813552P68S2,,EvidenceSentence,"On April 25, 2013, the Veteran was afforded a VA examination to determine the severity of his PTSD."
1813552P68S3,,EvidenceSentence,The examiner reviewed the Veteran's claims file and performed an in-person examination.
1813552P68S4,,EvidenceSentence,The Veteran reported that he remained married to his wife of 24 years.
1813552P68S5,,EvidenceSentence,They were experiencing increasing conflict related to his social avoidance and worsening isolation.
1813552P68S6,,EvidenceSentence,"Due to his dislike of public venues and his feeling that others may become aggressive towards him, he became increasingly isolated."
1813552P68S7,,EvidenceSentence,His wife insisted that he ride in the car during errands.
1813552P68S8,,EvidenceSentence,The Veteran stated that he no longer went inside the stores except on rare occasions.
1813552P68S9,,EvidenceSentence,"He stated he engaged in ""debates"" with members of the public which required his wife to ""push me out"" of the store before the confrontation escalated."
1813552P68S10,,EvidenceSentence,"He reported that since the last exam, he rarely participated in boating and motorcycle riding hobbies."
1813552P68S11,,EvidenceSentence,"He spent his time doing yardwork, watching TV, and working on the computer with minimal enjoyment."
1813552P68S12,,EvidenceSentence,He denied participating in any organized social activities or groups.
1813552P68S13,,EvidenceSentence,The Veteran denied problems with domestic violence.
1813552P68S14,,EvidenceSentence,He reported that he maintained emotionally distant relationships with his son and daughter.
1813552P68S15,,EvidenceSentence,"He stated that he ""went nuts"" and attempted to physically ""shake"" his daughter."
1813552P68S16,,EvidenceSentence,"He indicated that due to his anger problems, his daughter strictly limited his contact with his grandchild."
1813552P68S17,,EvidenceSentence,"Apart from his wife, he had no friends."
1813552P68S18,,EvidenceSentence,He experienced ongoing mild problems with appropriate hygiene due to low motivation requiring his wife to assist him in remembering to shower and brush his teeth.
1813552P68S19,,EvidenceSentence,He reported that PTSD related anger has impacted relationships in negative ways.
1813552P68S20,,EvidenceSentence,"He reported that anger management issues also adversely affected work functioning, although for the most part, he was gainfully employed up until his retirement three years ago."
1813552P69S2,,EvidenceSentence,"The examiner stated that overall, the Veteran described mixed psychosocial adjustment."
1813552P69S3,,EvidenceSentence,"The Veteran exhibited symptoms of daily intrusive thoughts, nightmares approximately three to four times per week, monthly brief flashbacks, intense psychological distress on exposure to external cues of helicopter noises and persons of Vietnamese descent, physiological reactivity of shortness of breath, accelerated heart rate, and adrenaline surge."
1813552P69S4,,EvidenceSentence,"He exhibited avoidance of thoughts, feelings and conversations about his military experiences and avoided all public venues and noise stimuli."
1813552P69S5,,EvidenceSentence,There was markedly diminished participation in significant activities and feelings of estrangement from others.
1813552P69S6,,EvidenceSentence,"He exhibited increased arousal symptoms of sleep disruption, irritability, difficulty concentrating, hypervigilance, and exaggerated startle response."
1813552P69S7,,EvidenceSentence,He did not experience any new mental health symptoms.
1813552P69S8,,EvidenceSentence,He reported intermittent depressed mood that was triggered by intrusive thoughts and resulted in guilty feelings about combat actions.
1813552P69S9,,EvidenceSentence,He indicated that he continued to experience daily passive suicidal thoughts.
1813552P69S10,,EvidenceSentence,"He considered ending his life by drowning; however, he did not intend to kill himself and had not made any plans to enact a drowning scenario."
1813552P69S11,,EvidenceSentence,"He stated that for many years, he had experienced visual hallucinations."
1813552P69S12,,EvidenceSentence,"He stated that he saw a shadow in many different locations, and sometimes the shadow appeared to be watching him."
1813552P69S13,,EvidenceSentence,"The Veteran stated that the shadow hallucination had become much worse since the previous exam, and he was frequently startled as a result of encountering it."
1813552P70S2,,EvidenceSentence,"The examiner noted that the Veteran experienced occupational and social impairment with deficiencies in most areas, such as work, school, family relations, judgment, thinking and/or mood."
1813552P70S3,,EvidenceSentence,"The Veteran's symptoms included persistent visual hallucinations, daily suicidal ideation, impaired impulse control, neglect of personal appearance and hygiene, difficulty in adapting to stressful circumstances, disturbances of motivation and mood, difficulty in establishing and maintaining effective relationships, depressed mood, anxiety, suspiciousness, panic attacks approximately once per week, chronic sleep impairment, and mild memory loss."
1813552P70S4,,EvidenceSentence,The examiner stated that the Veteran was capable of managing his financial affairs.
1813552P70S5,,EvidenceSentence,The Veteran did not meet the minimum criteria for a separately rated mood disorder.
1813552P70S6,,EvidenceSentence,The examiner confirmed the Veteran's PTSD diagnosis and alcohol dependence in sustained full remission.
1813552P70S7,,EvidenceSentence,The examiner assigned a GAF score of 53.
1813552P71S2,,EvidenceSentence,"In April 2013, the Veteran was seen at Idaho CBOC: Mental Health Note."
1813552P71S3,,CitationSentence,See Capri entered in Caseflow Reader in May 2013 at 10.
1813552P71S4,,EvidenceSentence,The examiner stated that the Veteran was casually dress and fairly groomed.
1813552P71S5,,EvidenceSentence,He made good eye contact and was cooperative.
1813552P71S6,,EvidenceSentence,His speech was normal and of good quality and productivity.
1813552P71S7,,EvidenceSentence,His mood was mixed dysphoria of chronic severe anxiety and mood depression and his affect was congruent to his mood.
1813552P71S8,,CitationSentence,See id. at 13.
1813552P71S9,EvidenceSentence,Sentence,The Veteran's interest and enjoyment in activities had decreased.
1813552P71S10,,EvidenceSentence,He was having trouble staying on tasks and drifted off during conversations.
1813552P71S11,,EvidenceSentence,"Occasionally, he had panic attacks."
1813552P71S12,,EvidenceSentence,"He stated that he felt hopeless, helpless, worthless, and guilty."
1813552P71S13,,EvidenceSentence,"He denied suicidal and homicidal ideations, hallucinations, and delusions."
1813552P71S14,,EvidenceSentence,He was suspicious of other people's intentions.
1813552P71S15,,EvidenceSentence,He was oriented times three.
1813552P71S16,,EvidenceSentence,"His thought process was abstract, goal-oriented with no loose associations."
1813552P71S17,,EvidenceSentence,"He experienced cognitive distortions of anxiety/apprehension with a lot of intermittent anger, withdrawal, and isolation."
1813552P71S18,,EvidenceSentence,His memory was intact though subjectively suboptimal.
1813552P71S19,,EvidenceSentence,"His insight and judgement were adequate, but the examiner stated that the Veteran needed therapy to improve coping strategies."
1813552P71S20,,CitationSentence,See id. at 13-14.
1813552P71S21,,EvidenceSentence,The examiner stated that the Veteran was functioning less well or having more symptoms.
1813552P72S2,,EvidenceSentence,"In June 2013, the Veteran was seen at the Spokane VAMC: Mental Health telephone Encounter Note."
1813552P72S3,,CitationSentence,See Medical Treatment Record-Government Facility entered in Caseflow Reader in June 2014 at 7.
1813552P72S4,,EvidenceSentence,The examiner stated that the Veteran was cooperative.
1813552P72S5,EvidenceSentence,Sentence,The Veteran's concentration had improved overall.
1813552P72S6,,EvidenceSentence,"He felt hopeless, helpless, worthless, and guilty, but his feelings were not as profound and overwhelming."
1813552P72S7,,CitationSentence,See id. at 10.
1813552P72S8,,EvidenceSentence,The Veteran's speech was of normal quality and productivity.
1813552P72S9,,EvidenceSentence,His mood was less mixed dysphoria of chronic anxiety and mild depression.
1813552P72S10,,EvidenceSentence,His affect was congruent to his mood with a cooperative disposition.
1813552P72S11,,EvidenceSentence,"The Veteran thought process was abstract, goal-oriented with no loose associations."
1813552P72S12,,EvidenceSentence,He denied suicidal and homicidal ideations and psychosis.
1813552P72S13,,EvidenceSentence,"His insight and judgement were adequate, but he needed therapy to improve coping strategies."
1813552P72S14,,CitationSentence,See id. at 13-14.
1813552P72S15,,EvidenceSentence,The examiner stated that the Veteran was progressing toward his goals in life or having fewer symptoms.
1813552P72S16,,CitationSentence,See id. at 12.
1813552P72S17,,EvidenceSentence,The Veteran's December 2013 symptoms and disposition were similar to his June 2013 symptoms except his mood was better and he worried less.
1813552P72S18,,CitationSentence,See id. at 18.
1813552P73S2,,EvidenceSentence,"In October 2014 and June 2015, the Veteran saw D.R.P., PhD."
1813552P73S3,,CitationSentence,See Medical Treatment Record-Non-Government Facility entered in Caseflow Reader in July 2015.
1813552P73S4,,EvidenceSentence,The Veteran was neatly dressed and well-groomed.
1813552P73S5,,EvidenceSentence,"His demeanor was very gruff, but he was cooperative."
1813552P73S6,,EvidenceSentence,The Veteran stated that it was very difficult for him to leave the house.
1813552P73S7,,EvidenceSentence,"The Veteran stated that since leaving the military, he has had about two to three dozen jobs."
1813552P73S8,,EvidenceSentence,The Veteran stated that he had nightmares and a sense of impending doom.
1813552P73S9,,EvidenceSentence,He believed that he lost his soul in Vietnam.
1813552P73S10,,EvidenceSentence,He felt like he was crazy.
1813552P73S11,,EvidenceSentence,"He suffered from flashbacks, intense psychological distress on exposure to external cues of helicopter noises and persons of Vietnamese descent."
1813552P73S12,,EvidenceSentence,"Additionally, he avoided thoughts, feelings, places, and conversations that reminded him about his military experiences."
1813552P73S13,,EvidenceSentence,"The Veteran was irritable, confused, hypervigilant, and angry with an exaggerated startled response."
1813552P73S14,,CitationSentence,See id. at 3.
1813552P73S15,,EvidenceSentence,"The Veteran's other symptoms included depression, anxiety, and nervousness."
1813552P73S16,,CitationSentence,See id. at 4.
1813552P73S17,,EvidenceSentence,The examiner stated that the Veteran's malingering test was in the normal range.
1813552P73S18,,EvidenceSentence,The examiner assigned a GAF score of 50.
1813552P74S2,,EvidenceSentence,"In June 2015, the Veteran submitted a statement from his Vet Center team leader."
1813552P74S3,,CitationSentence,See Medical Treatment Record-Government Facility entered in Caseflow Reader in July 2015.
1813552P74S4,,EvidenceSentence,He stated that the Veteran re-experienced his traumatic stressors and avoided reminders of the trauma.
1813552P74S5,,EvidenceSentence,The Veteran was irritable and aggressive with self-destructive/reckless behavior.
1813552P74S6,EvidenceSentence,Sentence,He experienced hypervigilence and hyper-alertness.
1813552P74S7,,EvidenceSentence,"He had poor concentration, heightened startled response, and sleep disturbance."
1813552P75S2,,EvidenceSentence,"In October 2015, the Veteran was seen at North Idaho CBOC."
1813552P75S3,,CitationSentence,See Capri entered in Caseflow Reader in October 2015.
1813552P75S4,,EvidenceSentence,The examiner stated that the Veteran's mood was sad and his affect appropriate.
1813552P75S5,,EvidenceSentence,He was alert and oriented times four.
1813552P75S6,,EvidenceSentence,His depression was poorly controlled.
1813552P75S7,,CitationSentence,See id. at 5-6.
1813552P75S8,,EvidenceSentence,The Veteran stated that he had suicidal thoughts but was not suicidal.
1813552P75S9,,CitationSentence,"See id. at 5, 38, 73."
1813552P76S2,,EvidenceSentence,"In October 2015, the Veteran was afforded a VA examination to determine the severity of his PTSD."
1813552P76S3,,EvidenceSentence,The examiner reviewed the claims file and performed an in-person examination.
1813552P76S4,,EvidenceSentence,The Veteran had been married for over 25 years.
1813552P76S5,,EvidenceSentence,"However, he stated that his family was falling apart, and he felt responsible."
1813552P76S6,,EvidenceSentence,"The Veteran stated that when he returned from Vietnam, he was often drunk."
1813552P76S7,,EvidenceSentence,"The children witnessed his verbal and physical abuse towards his wife, and the children did not like him."
1813552P76S8,,EvidenceSentence,The Veteran spent a lot of time alone and found it hard to leave the house.
1813552P76S9,,EvidenceSentence,"His wife encouraged him to leave the house, and about two to three times per month, he would go shopping with her, but he remained in the car."
1813552P76S10,,EvidenceSentence,His wife also bought him a motorcycle.
1813552P76S11,,EvidenceSentence,"However, he would go outside intending to ride the motorcycle, but could not."
1813552P76S12,,EvidenceSentence,The Veteran stated that he had suicidal thoughts all the time but had never made any attempts and denied any current intent.
1813552P76S13,,EvidenceSentence,He further stated that he did not want his family to go through that.
1813552P77S2,,EvidenceSentence,The examiner stated that the Veteran met the full criteria for PTSD.
1813552P77S3,,EvidenceSentence,"He had recurrent involuntary and intrusive memories of the traumatic events, distressing dreams and nightmares multiple times per week, and marked physiological reactions to helicopter noises or other loud noises."
1813552P77S4,,EvidenceSentence,"He avoided being around people or going outside his home as much as possible, avoided external reminders and did not want to talk about any of his experiences with others outside of a support group."
1813552P77S5,,EvidenceSentence,He would hide out when people including his children visited his house.
1813552P77S6,,EvidenceSentence,He had persistent and exaggerated negative beliefs and expectations about himself and others.
1813552P77S7,,EvidenceSentence,He blamed himself for experiences he had in the military.
1813552P77S8,,EvidenceSentence,"He experienced persistent negative emotional states such as anger, guilt, and shame."
1813552P77S9,,EvidenceSentence,He felt detached and estranged from others especially his children.
1813552P77S10,,EvidenceSentence,"Most of the times, he was unable to experience positive emotions."
1813552P77S11,,EvidenceSentence,"He had marked alterations in arousal and reactivity associated with the traumatic events including irritable behavior, angry outbursts, hypervigilant, exaggerated startle response, problems with concentration, and sleep disturbance."
1813552P77S12,,EvidenceSentence,He stated that he has been a burden to his wife for years.
1813552P77S13,,EvidenceSentence,The Veteran did not mention homicidal ideation.
1813552P78S2,,Sentence,
1813552P79S2,,EvidenceSentence,"The examiner stated that the Veteran experienced occupational and social impairment with deficiencies in most areas, such as work, school, family relations, judgment, thinking, and/or mood."
1813552P79S3,,EvidenceSentence,"The Veteran experienced symptoms such as depressed mood, anxiety, panic attacks more than once a week, chronic sleep impairment, disturbances of motivation and mood, difficulty in establishing and maintaining effective work and social relationships, difficulty in adapting to stressful circumstances, including work or a work-like setting, and suicidal ideation."
1813552P79S4,,EvidenceSentence,The examiner noted that the Veteran was capable of managing his financial affairs.
1813552P79S5,,EvidenceSentence,The examiner stated that the Veteran should not be considered a current imminent risk or increased current imminent risk.
1813552P79S6,,EvidenceSentence,The examiner confirmed the PTSD diagnosis and alcohol use disorder in sustained remission.
1813552P80S2,,EvidenceSentence,"In May 2016, the Veteran submitted a statement from his daughter."
1813552P80S3,,CitationSentence,See Buddy/Lay Statement entered in Caseflow Reader in May 2016.
1813552P80S4,,EvidenceSentence,She stated that her father had very little impulse control.
1813552P80S5,,EvidenceSentence,She stated that he would become violent and angry at the smallest things.
1813552P80S6,,EvidenceSentence,"Additionally, the Veteran started fist fights with his son, hit his wife, and beat the dog with a broom."
1813552P80S7,,EvidenceSentence,"She also stated that sometimes, when having conversations with the Veteran, he would become illogical and irrelevant, changing topics."
1813552P80S8,,EvidenceSentence,"Regarding hygiene, he would wear the same outfits every day and sometimes had to be told to brush his teeth and bathe."
1813552P81S2,,EvidenceSentence,"In May and August 2016, the Veteran submitted statements from D.R.P., PhD."
1813552P81S3,,CitationSentence,"See Medical Treatment Records-Non-Government Facility entered in Caseflow Reader in May and September 2016, respectively."
1813552P81S4,,EvidenceSentence,Dr. P reiterated his October 2014 and June 2015 statements and added that the Veteran had difficulty concentrating.
1813552P81S5,CitationSentence,Sentence,See May 2016 Records at 1-3.
1813552P81S6,,EvidenceSentence,Dr. P stated that the Veteran's memory was becoming more impaired.
1813552P81S7,,CitationSentence,See id. at 3.
1813552P81S8,,EvidenceSentence,"In August 2016, Dr. P stated that because of the Veteran's depression, he isolated himself and had an inability to maintain normal and healthy behavior."
1813552P81S9,,CitationSentence,See September 2016 Records at 2.
1813552P82S2,,EvidenceSentence,"In August 2016, the Veteran testified at a Board hearing."
1813552P82S3,,EvidenceSentence,The Veteran stated that his PTSD symptoms have gotten worse.
1813552P82S4,,EvidenceSentence,He stated that he had suicidal ideations sometimes on a daily basis.
1813552P82S5,,EvidenceSentence,"Additionally, he had persistent visual hallucinations and memory loss."
1813552P83S2,,ReasoningSentence,"Upon careful review of the evidence of record, the Board finds that from April 25, 2013, the objective medical evidence, and the Veteran's statements regarding his symptomatology more nearly approximate symptoms associated with a 70 percent disability rating."
1813552P83S3,,FindingSentence,"In other words, resolving all doubt in favor of the Veteran, the Board finds that from April 25, 2013, the evidence supports a 70 percent rating."
1813552P83S4,,CitationSentence,"38 U.S.C. Â§ 5107; Gilbert, supra; Mauerhan, supra."
1813552P84S2,,ReasoningSentence,The Board notes that there have been some instances when the Veteran's PTSD was not quite as severe.
1813552P84S3,,LegalRuleSentence,"However, VA will handle cases affected by change in medical findings or diagnosis so as to produce the greatest degree of stability of disability evaluations consistent with the laws and regulations governing disability compensation and pension."
1813552P84S4,,CitationSentence,See 38 C.F.R. Â§ 3.344(a).
1813552P84S5,,FindingSentence,"As such, the Board finds that the 70 percent rating for PTSD pursuant to Diagnostic Code 9411 is warranted from April 25, 2013."
1813552P85S2,,FindingSentence,"The Board finds, however, that a disability rating greater than 70 percent is not appropriate for any period of time on appeal because the Veteran does not have total social and occupational impairment."
1813552P85S3,ReasoningSentence,EvidenceSentence,"During the entire period, the Veteran's PTSD has been manifested by symptoms such as depressed mood, anxiety, chronic sleep impairment and nightmares, flattened affect, hypervigilance, some memory impairment, some suicidal ideation with no intent, irritability, disturbances of motivation and mood, difficulty in establishing and maintaining effective work and social relationships, and inability to establish and maintain effective relationships, all resulting in deficiencies in most areas, but less than total social and occupational impairment."
